SeqId,SomaId,Target Name,Target Full Name,UniProt ID,Type,Organism,Dilution,Apparent Kd (M),LoDB (RFU),Signal To Noise Plasma,Intra-Plate CV Plasma,Inter-Plate CV Plasma,Total CV Plasma,Correlation Plasma,F-Statistic Plasma,Lower 95% Normal Plasma (RFU),Median Normal Plasma (RFU),Upper 95% Normal Plasma (RFU),Signal To Noise Serum,Intra-Plate CV Serum,Inter-Plate CV Serum,Total CV Serum,Correlation Serum,F-Statistic Serum,Lower 95% Normal Serum (RFU),Median Normal Serum (RFU),Upper 95% Normal Serum (RFU),Characterization Info,Orthogonal Strategies,MRM-MS Data,DDA-MS Data,Genetic Strategies,Entrez Gene Name,Entrez Gene ID,Ensembl Gene ID,HGNC ID,SELEX Target Name,SELEX UniProt ID,Serum Scalar v4.0 to v4.1,Serum Lin's CCC,Plasma Scalar v4.0 to v4.1,Plasma Lin's CCC
2647-66,SL003648,Rab GDP dissociation inhibitor beta,Rab GDP dissociation inhibitor beta,P50395,Protein,Human,0.5%,1.61E-11,1603,19.462,0.032,0.024,0.04,0.957,90.26,10448,26108,46086,4.864,0.02,0.036,0.041,0.778,17.263,7720,10011,15334,No binding was observed with Rab GDP dissociation inhibitor alpha.,,,30072576,30072576,GDI2,2665,ENSG00000057608,HGNC:4227,,,1.231,0.958,0.994,0.897
2649-77,SL003178,sICAM-3,Intercellular adhesion molecule 3,P32942,Protein,Human,20%,1.32E-10,140,5.922,0.104,0.106,0.149,0.685,4.649,631,1145,3051,14.146,0.027,0.024,0.036,0.89,29.881,1137,1550,2253,Binding was observed with Intercellular adhesion molecule 5 with at least 10x weaker affinity.  No binding was observed with Intercellular adhesion molecule 2 or Intercellular adhesion molecule 1.,,,,,ICAM3,3385,ENSG00000076662,HGNC:5346,,,1.169,0.78,0.901,0.722
2652-15,SL002506,suPAR,Urokinase plasminogen activator surface receptor,Q03405,Protein,Human,20%,6.83E-12,78,61.626,0.042,0.026,0.049,0.924,27.323,3094,5912,9359,82.086,0.035,0.019,0.04,0.883,12.591,3971,6819,10370,No binding was observed with Tissue-type plasminogen activator or Urokinase-type plasminogen activator.,,,,30072576,PLAUR,5329,ENSG00000011422,HGNC:9053,,,1.31,0.94,0.891,0.89
2654-19,SL001992,TNF sR-I,Tumor necrosis factor receptor superfamily member 1A,P19438,Protein,Human,20%,2.45E-11,72,178.27,0.046,0.033,0.056,0.837,7.348,7600,16168,30347,231.911,0.046,0.024,0.052,0.847,9.756,11243,17838,33557,No binding was observed with Tumor necrosis factor receptor superfamily member 1B or Tumor necrosis factor receptor superfamily member 19.,32196559|31076418|31011203,,,,TNFRSF1A,7132,ENSG00000067182,HGNC:11916,,,0.891,0.929,0.598,0.845
2658-27,SL004639,TrkC,NT-3 growth factor receptor,Q16288,Protein,Human,20%,1.58E-11,86,79.007,0.044,0.049,0.066,0.906,25.083,4161,6779,11448,88.159,0.041,0.03,0.051,0.925,22.32,4710,7813,13032,No binding was observed with High affinity nerve growth factor receptor or BDNF/NT-3 growth factors receptor.,,,,30072576,NTRK3,4916,ENSG00000140538,HGNC:8033,,,0.967,0.915,0.619,0.787
2665-26,SL004672,BCMA,Tumor necrosis factor receptor superfamily member 17,Q02223,Protein,Human,0.5%,5.43E-11,59,64.75,0.019,0.025,0.032,0.961,56.576,3110,4945,8123,108.726,0.023,0.024,0.033,0.98,50.042,3209,5218,8487,No binding was observed with Tumor necrosis factor receptor superfamily member 19 or Tumor necrosis factor receptor superfamily member 1B.,,,30072576,30072576,TNFRSF17,608,ENSG00000048462,HGNC:11913,,,1.319,0.975,1.031,0.938
2666-53,SL004081,Bone proteoglycan II,Decorin,P07585,Protein,Human,20%,5.67E-11,130,11.5,0.026,0.023,0.035,0.86,11.373,1467,1960,3336,17.257,0.026,0.018,0.031,0.885,54.857,1338,1716,2769,No binding was observed with Asporin.,,,,30072576,DCN,1634,ENSG00000011465,HGNC:2705,,,1.116,0.577,0.793,0.62
2668-70,SL000337,Calpain I,Calpain I,P04632|P07384,Protein,Human,0.5%,1.03E-11,624,33.309,0.028,0.029,0.041,0.954,90.549,11962,43985,77559,11.324,0.028,0.035,0.045,0.883,6.452,4478,6050,8323,Binding was observed with Calpain small subunit 1 with similar affinity.,,,30072576,,CAPNS1|CAPN1,826|823,ENSG00000126247|ENSG00000014216,HGNC:1481|HGNC:1476,,,2.184,0.91,1.326,0.891
2677-1,SL002644,ERBB1,Epidermal growth factor receptor,P00533,Protein,Human,0.5%,6.97E-12,84,227.126,0.028,0.016,0.032,0.743,8.456,11970,17793,25181,234.089,0.025,0.011,0.027,0.893,7.955,13653,18230,23068,Binding was observed with Receptor tyrosine-protein kinase erbB-3 with at least 10x weaker affinity.  No binding was observed with Receptor tyrosine-protein kinase erbB-2 or Receptor tyrosine-protein kinase erbB-4.,,30072576|27444932,,,EGFR,1956,ENSG00000146648,HGNC:3236,,,1.067,0.934,0.838,0.866
2681-23,SL000441,HGF,Hepatocyte growth factor,P14210,Protein,Human,20%,1.33E-12,83,14.386,0.028,0.025,0.038,0.868,29.018,922,1308,3109,23.246,0.033,0.022,0.039,0.949,147.719,1198,1698,3230,No binding was observed with Hepatocyte growth factor-like protein.,30312735|29875488,,,30072576|29875488,HGF,3082,ENSG00000019991,HGNC:4893,,,1.229,0.945,0.84,0.929
2682-68,SL000450,HSP 60,"60 kDa heat shock protein, mitochondrial",P10809,Protein,Human,20%,7E-12,645,61.472,0.075,0.209,0.222,0.939,25.904,6638,47556,88361,4.914,0.045,0.061,0.076,0.894,16.323,2832,4261,9052,No binding was observed with Heat shock 70 kDa protein 1A or Heat shock protein beta-1.,,,,,HSPD1,3329,ENSG00000144381,HGNC:5261,,,1.293,0.816,1.16,0.838
2683-1,SL000456,iC3b,"Complement C3b, inactivated",P01024,Protein,Human,0.005%,5.28E-13,110,16.19,0.057,0.048,0.074,0.605,0.668,1972,3712,6204,25.344,0.034,0.035,0.049,0.941,2.589,3246,5471,8505,Binding was observed with Complement C3 and Complement C3b with similar affinity.,30006493,,,30072576,C3,718,ENSG00000125730,HGNC:1318,,,3.677,0.734,2.693,0.488
2687-2,SL001947,MIA,Melanoma-derived growth regulatory protein,Q16674,Protein,Human,0.5%,1.74E-12,244,8.402,0.02,0.015,0.025,0.936,96.285,1698,2432,3825,15.458,0.02,0.02,0.028,0.959,28.873,1604,2355,3801,No binding was observed with Otoraplin.,,,30072576,29875488|30072576,MIA,8190,ENSG00000261857,HGNC:7076,,,1.178,0.978,0.898,0.92
2692-74,SL002528,NPS-PLA2,"Phospholipase A2, membrane associated",P14555,Protein,Human,0.5%,1.07E-11,206,10.921,1.028,0.69,1.238,0.956,0.676,956,1630,3218,6.07,0.036,0.025,0.044,0.926,8.501,993,1482,2398,No binding was observed with Group IID secretory phospholipase A2.,,,30072576,29875488|30072576,PLA2G2A,5320,ENSG00000188257,HGNC:9031,,,0.973,0.948,0.832,0.881
2693-20,SL000530,OSM,Oncostatin-M,P13725,Protein,Human,20%,7.95E-12,112,21.375,0.211,0.173,0.273,0.761,4.976,955,3715,7283,30.749,0.096,0.086,0.129,0.562,2.781,1583,2937,4986,No binding was observed with Oncostatin-M-specific receptor subunit beta.,29875488,,,,OSM,5008,ENSG00000099985,HGNC:8506,,,1.064,0.666,0.988,0.599
2695-25,SL001721,PECAM-1,Platelet endothelial cell adhesion molecule,P16284,Protein,Human,20%,2.43E-11,114,8.411,0.092,0.077,0.119,0.697,5.263,809,1310,2015,16.54,0.026,0.028,0.038,0.783,31.325,1116,1463,1862,No closely related human proteins were available for specificity testing.,,,,,PECAM1,5175,ENSG00000261371,HGNC:8823,,,1.272,0.624,0.902,0.545
2696-87,SL004685,Persephin,Persephin,O60542,Protein,Human,20%,3.39E-11,70,3.244,0.02,0.03,0.036,0.935,83.035,219,294,596,5.783,0.015,0.018,0.024,0.909,51.459,272,338,757,No binding was observed with Neurturin or Artemin.,,,,,PSPN,5623,ENSG00000125650,HGNC:9579,,,1.45,0.837,1.023,0.856
2697-7,SL003041,PF-4,Platelet factor 4,P02776,Protein,Human,0.005%,3.75E-12,610,65.792,0.033,0.047,0.057,0.954,110.189,12955,31360,56764,115.519,0.066,0.04,0.077,0.415,4.046,54418,79181,114160,"No binding was observed with Neutrophil-activating peptide 2, Beta-thromboglobulin, Connective tissue-activating peptide III, Gro-gamma, Gro-beta, C-X-C motif chemokine 5, Growth-regulated alpha protein or C-X-C motif chemokine 6.",32366845,,30072576,,PF4,5196,ENSG00000163737,HGNC:8861,,,1.83,0.637,1.148,0.681
2700-56,SL000049,Protein S,Vitamin K-dependent protein S,P07225,Protein,Human,0.005%,1.49E-11,45,62.715,0.055,0.026,0.061,0.889,7.41,2021,2698,3390,48.955,0.058,0.039,0.069,0.915,5.95,1987,2672,3593,No binding was observed with Growth arrest-specific protein 6.,,,30072576,,PROS1,5627,ENSG00000184500,HGNC:9456,,,3.109,0.641,2.527,0.52
2704-74,SL004364,TACI,Tumor necrosis factor receptor superfamily member 13B,O14836,Protein,Human,20%,1.39E-11,68,10.815,0.083,0.061,0.103,0.882,16.828,706,1004,1660,25.008,0.027,0.022,0.035,0.648,11.208,1109,1430,1973,No closely related human proteins were available for specificity testing.,,,30072576,,TNFRSF13B,23495,ENSG00000240505,HGNC:18153,,,0.875,0.78,0.676,0.659
2705-5,SL003197,TECK,C-C motif chemokine 25,O15444,Protein,Human,20%,2.82E-12,98,16.673,0.024,0.032,0.04,0.963,29.705,817,1835,4425,19.26,0.025,0.019,0.031,0.972,82.102,981,1870,4751,No binding was observed with C-C motif chemokine 21 or C-C motif chemokine 28.,29875488,,,30072576|29875488,CCL25,6370,ENSG00000131142,HGNC:10624,,,0.556,0.858,0.348,0.838
2706-69,SL000590,Thyroxine-Binding Globulin,Thyroxine-binding globulin,P05543,Protein,Human,0.005%,1.43E-12,260,232.839,0.049,0.043,0.065,0.816,18.158,51377,63519,83206,237.85,0.041,0.025,0.048,0.846,16.562,51264,65881,83724,No binding was observed with Kallistatin or Alpha-1-antichymotrypsin.,,,30072576,,SERPINA7,6906,ENSG00000123561,HGNC:11583,,,1.36,0.933,1.136,0.934
2708-54,SL004326,TNFSF18,Tumor necrosis factor ligand superfamily member 18,Q9UNG2,Protein,Human,20%,2.51E-11,157,5.844,0.063,0.062,0.088,0.762,7.152,852,1206,2027,13.492,0.018,0.019,0.026,0.866,25.816,1383,1658,2028,No closely related human proteins were available for specificity testing.,,,,,TNFSF18,8995,ENSG00000120337,HGNC:11932,,,1.476,0.81,0.961,0.732
2714-78,SL003334,EMAP-2,Endothelial monocyte-activating polypeptide 2,Q12904,Protein,Human,20%,8.78E-12,54,71.416,0.084,0.055,0.1,0.722,36.96,2841,4196,6363,61.233,0.052,0.03,0.06,0.728,3.775,2162,2884,4481,Under Investigation,,,,,AIMP1,9255,ENSG00000164022,HGNC:10648,,,0.966,0.77,0.676,0.547
2719-3,SL004591,G-CSF-R,Granulocyte colony-stimulating factor receptor,Q99062,Protein,Human,20%,9.09E-11,84,6.669,0.087,0.066,0.109,0.582,2.53,485,779,1352,12.655,0.053,0.035,0.064,0.473,3.272,567,793,1422,No binding was observed with Interleukin-6 receptor subunit beta.,,,,,CSF3R,1441,ENSG00000119535,HGNC:2439,,,1.88,0.711,1.211,0.576
2723-9,SL005178,IL-1F7,Interleukin-37,Q9NZH6,Protein,Human,20%,4.12E-12,157,21.732,0.17,0.137,0.219,0.79,5.832,1825,5108,9064,50.582,0.055,0.054,0.077,0.774,17.068,3666,5641,7845,No closely related human proteins were available for specificity testing.,,,,,IL37,27178,ENSG00000125571,HGNC:15563,,,0.69,0.587,0.594,0.531
2728-62,SL003198,Tenascin,Tenascin,P24821,Protein,Human,20%,9.38E-11,65,15.356,0.085,0.064,0.106,0.77,13.501,923,1649,2751,14.909,0.065,0.04,0.076,0.704,2.887,583,848,1307,,29875488|31694171,31694171,,29875488,TNC,3371,ENSG00000041982,HGNC:5318,Laminin,P07942|P25391|P11047,0.897,0.803,0.642,0.81
2730-58,SL005199,MICA,MHC class I polypeptide-related sequence A,Q29983,Protein,Human,20%,6.82E-12,40,4.727,0.033,0.037,0.049,0.952,121.354,77,257,609,3.349,0.029,0.025,0.039,0.958,265.767,83,277,636,No binding was observed with Growth/differentiation factor 15 or MHC class I polypeptide-related sequence B.,,,,30072576,MICA,100507436,ENSG00000235233|ENSG00000183214,HGNC:7090,,,1.065,0.933,0.74,0.9
2731-29,SL000528,NADPH-P450 Oxidoreductase,NADPH--cytochrome P450 reductase,P16435,Protein,Human,20%,1.4E-11,171,20.718,0.027,0.017,0.032,0.863,4.179,2354,4089,8814,15.596,0.023,0.02,0.03,0.886,5.174,2266,3349,7238,No closely related human proteins were available for specificity testing.,,30072576,30072576,,POR,5447,ENSG00000127948,HGNC:9208,,,1.148,0.977,0.834,0.922
2732-58,SL005235,NANOG,Homeobox protein NANOG,Q9H9S0,Protein,Human,20%,1.37E-11,56,2.34,0.027,0.03,0.04,0.863,642.807,113,148,394,5.591,0.03,0.024,0.038,0.872,60.266,167,207,361,No closely related human proteins were available for specificity testing.,,,,,NANOG,79923,ENSG00000111704,HGNC:20857,,,1.565,0.71,1.261,0.756
2734-49,SL005206,NKp44,Natural cytotoxicity triggering receptor 2,O95944,Protein,Human,20%,1.13E-10,60,4.067,0.027,0.016,0.031,0.778,11.118,280,370,590,6.067,0.017,0.023,0.029,0.776,28.695,248,286,417,No closely related human proteins were available for specificity testing.,,,,,NCR2,9436,ENSG00000096264,HGNC:6732,,,1.512,0.771,1.067,0.744
2737-22,SL005236,NovH,Protein NOV homolog,P48745,Protein,Human,20%,1.57E-11,134,7.059,0.082,0.072,0.109,0.738,6.159,957,1267,1824,14.626,0.029,0.027,0.039,0.811,13.284,1203,1487,1892,No binding was observed with Connective tissue growth factor or Protein CYR61.,,,,29875488|30072576,CCN3,4856,ENSG00000136999,HGNC:7885,,,0.998,0.851,0.751,0.724
2741-22,SL005217,Siglec-6,Sialic acid-binding Ig-like lectin 6,O43699,Protein,Human,20%,1.48E-11,63,5.452,0.024,0.025,0.035,0.929,30.048,231,372,930,8.4,0.029,0.018,0.034,0.897,61.343,273,370,691,"No binding was observed with Sialic acid-binding Ig-like lectin 7, Sialic acid-binding Ig-like lectin 9 or Sialic acid-binding Ig-like lectin 8.",,,,30072576,SIGLEC6,946,ENSG00000105492,HGNC:10875,,,1.464,0.861,1,0.901
2742-68,SL005218,Siglec-7,Sialic acid-binding Ig-like lectin 7,Q9Y286,Protein,Human,0.5%,7.25E-13,53,17.537,0.036,0.029,0.047,0.922,12.618,685,1117,1718,19.884,0.03,0.031,0.043,0.882,28.651,766,1171,1795,"No binding was observed with Sialic acid-binding Ig-like lectin 6, Sialic acid-binding Ig-like lectin 9 or Sialic acid-binding Ig-like lectin 8.",,,,29875488|30072576,SIGLEC7,27036,ENSG00000168995,HGNC:10876,,,1.159,0.939,0.868,0.899
2743-5,SL005220,Sonic Hedgehog,Sonic hedgehog protein,Q15465,Protein,Human,20%,1.2E-12,35,22.187,0.037,0.061,0.072,0.902,47.172,381,784,1467,29.559,0.041,0.025,0.048,0.925,47.926,619,1001,1696,Binding was observed with Indian hedgehog protein with similar affinity.  No binding was observed with Desert hedgehog protein N-product.,,,30072576,,SHH,6469,ENSG00000164690,HGNC:10848,,,1.19,0.928,0.81,0.83
2744-57,SL000467,IgG,Immunoglobulin G,P01857,Protein,Human,0.005%,2.19E-11,1839,190.7,0.088,0.072,0.114,0.49,1.971,137511,175832,224212,63.373,0.071,0.059,0.092,0.349,1.632,134274,175536,222870,"No binding was observed with Immunoglobulin A, Immunoglobulin E or Immunoglobulin M.",,,,,IGHG1,,ENSG00000211896|ENSG00000277633,HGNC:5525,sTREM-1,Q9NP99,1.413,0.259,1.146,0.385
2747-3,SL005229,ULBP-3,NKG2D ligand 3,Q9BZM4,Protein,Human,20%,4.02E-11,72,6.207,0.023,0.049,0.054,0.861,21.28,369,752,1339,12.449,0.022,0.012,0.025,0.855,34.859,465,576,1002,No binding was observed with NKG2D ligand 2 or NKG2D ligand 1.,,,,30072576,ULBP3,79465,ENSG00000131019,HGNC:14895,,,1.461,0.788,0.94,0.842
2750-3,SL000019,Apo A-I,Apolipoprotein A-I,P02647,Protein,Human,0.005%,1.67E-10,55,234.638,0.036,0.037,0.051,0.881,6.842,8769,12315,18629,236.806,0.036,0.032,0.048,0.796,4.853,9317,12505,18954,No binding was observed with Apolipoprotein A-IV or Apolipoprotein E.,,,30072576,30072576,APOA1,335,ENSG00000118137,HGNC:600,,,1.444,0.798,1.269,0.577
2752-62,SL004329,BMP-14,Growth/differentiation factor 5,P43026,Protein,Human,20%,2.05E-11,31,13.874,0.114,0.062,0.129,0.496,1.417,398,614,1014,27.12,0.088,0.05,0.101,0.602,0.756,488,656,1128,No binding was observed with Bone Morphogenetic Protein-13 or Growth/differentiation factor 7.,,,,,GDF5,8200,ENSG00000125965,HGNC:4220,,,1.35,0.76,0.856,0.688
2753-2,SL000309,C1q,Complement C1q subcomponent,P02747|P02746|P02745,Protein,Human,0.005%,1.7E-11,148,230.663,0.107,0.061,0.123,0.18,1.057,22979,31529,40422,160.375,0.088,0.084,0.122,0.428,3.609,16986,28672,36191,Binding was observed with C1 with at least 10x weaker affinity.  No binding was observed with Complement C1s subcomponent or Complement C1q subcomponent subunit C.,,,30072576,,C1QC|C1QB|C1QA,714|713|712,ENSG00000159189|ENSG00000173369|ENSG00000173372,HGNC:1245|HGNC:1242|HGNC:1241,,,1.843,0.089,1.561,0.11
2754-50,SL000312,C3,Complement C3,P01024,Protein,Human,0.005%,8.52E-13,4375,8.693,0.086,0.08,0.117,0.634,1.353,20592,36591,54468,4.368,0.068,0.044,0.081,0.829,2.89,20320,36600,53332,"Binding was observed with C3a anaphylatoxin and C3a anaphylatoxin des Arginine with similar affinity.  Binding was observed with Complement C3b and Complement C3b, inactivated with at least 10x weaker affinity.",31844116|30006493,,,32386347,C3,718,ENSG00000125730,HGNC:1318,,,1.405,0.687,1.263,0.443
2755-8,SL003220,C3adesArg,C3a anaphylatoxin des Arginine,P01024,Protein,Human,0.005%,6.22E-12,12497,7.271,0.09,0.106,0.139,0.514,2.557,75647,123150,173930,7.73,0.084,0.054,0.1,0.553,1.869,70090,109400,155643,,,,30072576,,C3,718,ENSG00000125730,HGNC:1318,,,1.279,0.491,1.04,0.335
2760-2,SL004752,DRR1,Protein FAM107A,O95990,Protein,Human,20%,1.12E-10,42,5.155,0.042,0.037,0.056,0.876,10.935,216,277,422,9.512,0.018,0.024,0.03,0.649,10.56,265,304,369,No binding was observed with Protein FAM107B.,,,,30072576,FAM107A,11170,ENSG00000168309,HGNC:30827,,,1.454,0.736,0.96,0.743
2761-49,SL004336,FGF-18,Fibroblast growth factor 18,O76093,Protein,Human,20%,4.16E-11,56,2.781,0.028,0.022,0.035,0.7,5.059,146,181,270,6.126,0.023,0.023,0.032,0.832,27.726,184,229,338,No binding was observed with Fibroblast growth factor 17.,,,,,FGF18,8817,ENSG00000156427,HGNC:3674,,,1.434,0.883,1.144,0.848
2763-66,SL004338,FGF-20,Fibroblast growth factor 20,Q9NP95,Protein,Human,20%,7.48E-12,46,4.247,0.026,0.032,0.042,0.893,85.469,174,225,397,8.299,0.027,0.02,0.034,0.868,39.349,233,295,382,"Binding was observed with Fibroblast growth factor 9 with at least 10x weaker affinity.  No binding was observed with Fibroblast growth factor 22, Fibroblast growth factor 16, Fibroblast growth factor 14, Fibroblast growth factor 3 or Fibroblast growth factor 5.",,,,,FGF20,26281,ENSG00000078579,HGNC:3677,,,1.546,0.793,1.202,0.808
2765-4,SL021043,GDF-11/8,Growth/differentiation factor 11/8,O14793|O95390,Protein,Human,0.5%,1.7E-11,60,11.601,0.026,0.019,0.032,0.988,65.42,470,777,1396,12.371,0.025,0.019,0.031,0.961,76.719,462,733,1349,"Binding was observed with Growth/differentiation factor 8 with similar affinity.  No binding was observed with Growth/differentiation factor 2, Bone morphogenetic protein 1, Bone morphogenetic protein 10, Bone morphogenetic protein 5, Inhibin beta A chain, Bone morphogenetic protein 15, Growth/differentiation factor 5, Bone morphogenetic protein 2, Bone morphogenetic protein 3, Growth/differentiation factor 10, Bone morphogenetic protein 4, Bone morphogenetic protein 6, Bone morphogenetic protein 7, Bone morphogenetic protein 8B, Bone morphogenetic protein 8A, Embryonic growth/differentiation factor 1, Growth/differentiation factor 3 , Growth/differentiation factor 7, Growth/differentiation factor 9, Growth/differentiation factor 15 or Transforming growth factor beta-3.",,,,,MSTN|GDF11,2660|10220,ENSG00000138379|ENSG00000135414,HGNC:4223|HGNC:4216,GDF-11,O95390,1.588,0.962,1.177,0.923
2769-3,SL000445,HIV-2 Rev,Protein Rev_HV2BE,P18093,Protein,HIV-2,20%,4.56E-11,45,2.475,0.024,0.034,0.042,0.292,3.041,111,134,271,4.668,0.023,0.024,0.033,0.877,37.59,142,161,246,No closely related human proteins were available for specificity testing.,,,,,rev,1724716,,,,,1.378,0.862,1.014,0.866
2770-51,SL003176,I-309,C-C motif chemokine 1,P22362,Protein,Human,20%,5.61E-12,134,25.471,0.184,0.165,0.247,0.788,6.303,1332,4743,9271,25.852,0.104,0.09,0.137,0.542,2.413,1633,3226,5834,No binding was observed with C-C motif chemokine 4-like.,,,,,CCL1,6346,ENSG00000108702,HGNC:10609,,,0.875,0.625,0.908,0.577
2771-35,SL000462,IGFBP-1,Insulin-like growth factor-binding protein 1,P08833,Protein,Human,20%,1.03E-11,44,277.393,0.035,0.03,0.047,0.973,462.101,1132,9185,37498,480.913,0.034,0.025,0.042,0.947,56.708,1091,10534,40725,"Binding was observed with Insulin-like growth factor-binding protein 3 with at least 10x weaker affinity.  No binding was observed with Insulin-like growth factor-binding protein 2, Insulin-like growth factor-binding protein 4, Insulin-like growth factor-binding protein 5, Insulin-like growth factor-binding protein 6 or Insulin-like growth factor-binding protein 7.",28624389,30072576,30072576,30072576,IGFBP1,3484,ENSG00000146678,HGNC:5469,,,1.331,0.994,0.935,0.986
2773-50,SL001717,IL-10,Interleukin-10,P22301,Protein,Human,20%,1.1E-11,43,3.159,0.03,0.044,0.053,0.81,539.715,122,156,751,6.74,0.025,0.024,0.035,0.894,88.809,166,201,696,"No binding was observed with Interleukin-19, Interleukin-20, Interleukin-22, Interleukin-26 or Interleukin-24.",,,,,IL10,3586,ENSG00000136634,HGNC:5962,,,1.279,0.897,1.042,0.891
2774-10,SL000474,IL-16,Interleukin-16,Q14005,Protein,Human,20%,4.58E-13,52,544.214,0.052,0.041,0.066,0.58,2.864,14771,26144,41159,415.006,0.052,0.022,0.057,0.888,23.942,16640,31434,48032,No closely related human proteins were available for specificity testing.,29875488,,,30072576|29875488,IL16,3603,ENSG00000172349,HGNC:5980,,,0.999,0.912,0.724,0.856
2778-10,SL004347,IL-22,Interleukin-22,Q9GZX6,Protein,Human,20%,1.86E-12,84,6.003,0.026,0.047,0.053,0.906,110.044,497,731,2240,10.841,0.017,0.019,0.025,0.939,23142.26,496,707,2107,No binding was observed with Interleukin-10 or Interleukin-24.,28703865,,,,IL22,50616,ENSG00000127318,HGNC:14900,,,1.483,0.933,0.954,0.926
2780-35,SL000496,Lactoferrin,Lactotransferrin,P02788,Protein,Human,0.005%,1.5E-12,9894,0.142,1.145,0.774,1.382,0.24,3.857,1204,2289,5912,1.429,0.703,0.475,0.849,0.783,2.969,2655,5687,15399,No binding was observed with Serotransferrin.,,,,29875488|30072576,LTF,4057,ENSG00000012223,HGNC:6720,,,0.946,0.704,0.621,0.115
2781-63,SL004356,LAG-1,C-C motif chemokine 4-like,Q8NHW4,Protein,Human,20%,9.07E-12,45,4.261,0.026,0.038,0.046,0.908,10.618,204,271,755,11.071,0.027,0.019,0.033,0.846,218.256,306,473,1275,Binding was observed with C-C motif chemokine 4 with at least 10x weaker affinity.  No binding was observed with C-C motif chemokine 3 or C-C motif chemokine 3-like 1.,,,,30072576,CCL4L1,388372,ENSG00000276125|ENSG00000275313|ENSG00000282604|ENSG00000276070,HGNC:10631,,,1.038,0.927,0.853,0.887
